round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,dropout,epochs,flatten_layer,kernel_size,last_activation,losses,lr,num_filters,optimizer
5,0.6857803379854065,0.5768024921417236,0.6367028041805387,0.6556054,<function relu at 0x13c0421e0>,64,0.0,5,100,1,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.6897096665675364,0.5663532018661499,0.6141650982501795,0.6820628,<function relu at 0x13c0421e0>,64,0.0,5,100,1,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,128,<class 'keras.optimizers.Adam'>
5,0.7060622732965675,0.5726227760314941,0.5981875065196255,0.6986547,<function relu at 0x13c0421e0>,64,0.0,5,100,1,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.7209925782344184,0.5454545617103577,0.5377931442495953,0.75022423,<function relu at 0x13c0421e0>,64,0.0,5,100,1,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,128,<class 'keras.optimizers.Adam'>
5,0.6873324877789775,0.577847421169281,0.6298003366175254,0.66053814,<function relu at 0x13c0421e0>,64,0.0,5,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.6948369251896969,0.5559038519859314,0.6016081742107067,0.68923765,<function relu at 0x13c0421e0>,64,0.0,5,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,128,<class 'keras.optimizers.Adam'>
5,0.7187500883793009,0.5412748456001282,0.5826968515934966,0.70538116,<function relu at 0x13c0421e0>,64,0.0,5,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.7589360276235184,0.5120167136192322,0.529073467596764,0.764574,<function relu at 0x13c0421e0>,64,0.0,5,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,128,<class 'keras.optimizers.Adam'>
5,0.6877135834972936,0.5600835680961609,0.6361237003664265,0.6470852,<function relu at 0x13c0421e0>,64,0.0,5,100,3,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.7040497554756132,0.5391849279403687,0.5935838583338956,0.703139,<function relu at 0x13c0421e0>,64,0.0,5,100,3,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,128,<class 'keras.optimizers.Adam'>
5,0.7485452808805643,0.5109717845916748,0.5666014351652342,0.71793723,<function relu at 0x13c0421e0>,64,0.0,5,100,3,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.7778448004707648,0.5005224943161011,0.5255755102153317,0.7587444,<function relu at 0x13c0421e0>,64,0.0,5,100,3,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,128,<class 'keras.optimizers.Adam'>
5,0.6864007675909324,0.5579937100410461,0.6395010618350966,0.63766813,<function relu at 0x13c0421e0>,64,0.0,5,150,1,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.6903073143062173,0.5663532018661499,0.6070336118407313,0.67264575,<function relu at 0x13c0421e0>,64,0.0,5,150,1,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,128,<class 'keras.optimizers.Adam'>
5,0.714864984637393,0.5287356376647949,0.5784809349363694,0.7161435,<function relu at 0x13c0421e0>,64,0.0,5,150,1,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.7313999813925883,0.5381399989128113,0.5446215917711301,0.7430493,<function relu at 0x13c0421e0>,64,0.0,5,150,1,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,128,<class 'keras.optimizers.Adam'>
5,0.6798037828073731,0.5642633438110352,0.6326780103781833,0.6618834,<function relu at 0x13c0421e0>,64,0.0,5,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.6925453366157029,0.5454545617103577,0.5962500760373514,0.703139,<function relu at 0x13c0421e0>,64,0.0,5,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,128,<class 'keras.optimizers.Adam'>
5,0.7102033145873649,0.554858922958374,0.564221697377517,0.7237668,<function relu at 0x13c0421e0>,64,0.0,5,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.7577950053205061,0.5099268555641174,0.5170197597533598,0.7636771,<function relu at 0x13c0421e0>,64,0.0,5,150,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,128,<class 'keras.optimizers.Adam'>
5,0.6830902851985664,0.5569487810134888,0.6315245500594511,0.6587444,<function relu at 0x13c0421e0>,64,0.0,5,150,3,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,64,<class 'keras.optimizers.Adam'>
5,0.6984347497407919,0.5757575631141663,0.6001447736415093,0.68609864,<function relu at 0x13c0421e0>,64,0.0,5,150,3,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,128,<class 'keras.optimizers.Adam'>
5,0.7108108666623274,0.5538139939308167,0.5763225611549856,0.7116592,<function relu at 0x13c0421e0>,64,0.0,5,150,3,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
5,0.7675582415257876,0.5559038519859314,0.5242418582129371,0.7434977,<function relu at 0x13c0421e0>,64,0.0,5,150,3,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,128,<class 'keras.optimizers.Adam'>
10,0.6905749244625168,0.5569487810134888,0.6026268119234676,0.6946188,<function relu at 0x13c0421e0>,64,0.0,10,100,1,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,64,<class 'keras.optimizers.Adam'>
10,0.7125181892697963,0.5151515007019043,0.5380831916770593,0.7600897,<function relu at 0x13c0421e0>,64,0.0,10,100,1,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,128,<class 'keras.optimizers.Adam'>
10,0.7775127481019111,0.5538139939308167,0.4669792689015512,0.80672646,<function relu at 0x13c0421e0>,64,0.0,10,100,1,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
10,0.8853467413873384,0.5454545617103577,0.33026532584241686,0.8941704,<function relu at 0x13c0421e0>,64,0.0,10,100,1,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,128,<class 'keras.optimizers.Adam'>
10,0.7036350373813226,0.5590386390686035,0.5968891435674488,0.7026906,<function relu at 0x13c0421e0>,64,0.0,10,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,64,<class 'keras.optimizers.Adam'>
10,0.7304514558711396,0.5224660634994507,0.502820808844716,0.79058295,<function relu at 0x13c0421e0>,64,0.0,10,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,128,<class 'keras.optimizers.Adam'>
10,0.8143336133274289,0.5266457796096802,0.43304902061218636,0.826009,<function relu at 0x13c0421e0>,64,0.0,10,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
10,1.0952485986637845,0.5287356376647949,0.2059354466707717,0.9529148,<function relu at 0x13c0421e0>,64,0.0,10,100,2,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,128,<class 'keras.optimizers.Adam'>
10,0.6987411343690121,0.5736677050590515,0.5837400601583747,0.70941705,<function relu at 0x13c0421e0>,64,0.0,10,100,3,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,64,<class 'keras.optimizers.Adam'>
10,0.7324342633614097,0.546499490737915,0.5025855345041762,0.79820627,<function relu at 0x13c0421e0>,64,0.0,10,100,3,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,128,<class 'keras.optimizers.Adam'>
10,0.9269412501229513,0.4733542203903198,0.3841119221774987,0.85201794,<function relu at 0x13c0421e0>,64,0.0,10,100,3,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
10,1.0163096498421615,0.5339602828025818,0.21578139057341178,0.9394619,<function relu at 0x13c0421e0>,64,0.0,10,100,3,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,128,<class 'keras.optimizers.Adam'>
10,0.7007466345371497,0.5600835680961609,0.5901390124329537,0.7121076,<function relu at 0x13c0421e0>,64,0.0,10,150,1,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,64,<class 'keras.optimizers.Adam'>
10,0.7237842063669625,0.5433647036552429,0.5314936080321068,0.7636771,<function relu at 0x13c0421e0>,64,0.0,10,150,1,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.2,128,<class 'keras.optimizers.Adam'>
10,0.7783145611189002,0.546499490737915,0.46608040509202553,0.80627805,<function relu at 0x13c0421e0>,64,0.0,10,150,1,<function sigmoid at 0x13c0422f0>,<function binary_crossentropy at 0x13bfe0ae8>,0.6000000000000001,64,<class 'keras.optimizers.Adam'>
